x-min,y-mni,z-mni,x-tal,y-tal,z-tal,dist1,BA1,AnatA1,AnatB1,dist2,BA2,AnatA2,AnatB2,dist3,BA3,AnatA3,AnatB3
-31,-60,43,-31,-56,42,4,Brodmann area 7,Inferior Parietal Lobule,Parietal Lobe,5,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,7,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
-3,-60,43,-3,-56,42,2,Brodmann area 7,Precuneus,Parietal Lobe,10,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,19,Brodmann area 23,Posterior Cingulate,Limbic Lobe
4,-60,43,4,-56,42,2,Brodmann area 7,Precuneus,Parietal Lobe,10,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,19,Brodmann area 23,Posterior Cingulate,Limbic Lobe
46,-60,43,46,-56,42,4,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,7,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe,9,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe
53,-60,43,52,-56,42,3,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,6,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe,13,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe
-59,-53,43,-58,-49,42,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,13,Brodmann area 39,Angular Gyrus,Parietal Lobe,20,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe
-52,-53,43,-51,-49,42,4,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,12,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe,15,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe
-38,-53,43,-38,-49,42,4,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,11,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,13,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
-31,-53,43,-31,-49,42,6,Brodmann area 7,Precuneus,Parietal Lobe,6,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,13,Brodmann area 39,Angular Gyrus,Parietal Lobe
-10,-53,43,-10,-49,42,2,Brodmann area 7,Precuneus,Parietal Lobe,4,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,15,Brodmann area 5,Paracentral Lobule,Frontal Lobe
-3,-53,43,-3,-49,42,3,Brodmann area 7,Precuneus,Parietal Lobe,4,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,14,Brodmann area 5,Paracentral Lobule,Frontal Lobe
4,-53,43,4,-49,42,3,Brodmann area 7,Precuneus,Parietal Lobe,4,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,14,Brodmann area 5,Paracentral Lobule,Frontal Lobe
11,-53,43,11,-49,42,2,Brodmann area 7,Precuneus,Parietal Lobe,4,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,15,Brodmann area 5,Paracentral Lobule,Frontal Lobe
39,-53,43,39,-49,42,4,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,11,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,14,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
53,-53,43,52,-49,42,5,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,12,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe,16,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe
60,-53,43,59,-49,42,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,13,Brodmann area 39,Angular Gyrus,Parietal Lobe,21,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe
-59,-46,43,-58,-43,42,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,16,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,18,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
-52,-46,43,-51,-43,42,3,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,16,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,18,Brodmann area 39,Inferior Parietal Lobule,Parietal Lobe
-45,-46,43,-45,-43,42,4,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,15,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,16,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe
-38,-46,43,-38,-43,42,4,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,12,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,17,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
-31,-46,43,-31,-43,42,7,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,8,Brodmann area 7,Precuneus,Parietal Lobe,15,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
-10,-46,43,-10,-43,42,3,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,5,Brodmann area 7,Precuneus,Parietal Lobe,11,Brodmann area 5,Paracentral Lobule,Frontal Lobe
-3,-46,43,-3,-43,42,2,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,6,Brodmann area 7,Precuneus,Parietal Lobe,9,Brodmann area 5,Paracentral Lobule,Frontal Lobe
4,-46,43,4,-43,42,2,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,6,Brodmann area 7,Precuneus,Parietal Lobe,9,Brodmann area 5,Paracentral Lobule,Frontal Lobe
11,-46,43,11,-43,42,2,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,4,Brodmann area 7,Precuneus,Parietal Lobe,11,Brodmann area 5,Paracentral Lobule,Frontal Lobe
32,-46,43,32,-43,42,6,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,8,Brodmann area 7,Precuneus,Parietal Lobe,15,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
39,-46,43,39,-43,42,3,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,13,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe,17,Brodmann area 2,Postcentral Gyrus,Parietal Lobe
46,-46,43,46,-43,42,5,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,15,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,17,Brodmann area 7,Superior Parietal Lobule,Parietal Lobe
60,-46,43,59,-43,42,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,16,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,18,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
-59,-39,43,-58,-36,41,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,9,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,11,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
-52,-39,43,-51,-36,41,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,9,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,13,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
-45,-39,43,-45,-36,41,4,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,8,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,16,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
-38,-39,43,-38,-36,41,1,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,10,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,13,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
-31,-39,43,-31,-36,41,7,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,10,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,12,Brodmann area 2,Postcentral Gyrus,Parietal Lobe
-10,-39,43,-10,-36,41,5,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,7,Brodmann area 7,Precuneus,Parietal Lobe,9,Brodmann area 5,Paracentral Lobule,Frontal Lobe
-3,-39,43,-3,-36,41,2,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,4,Brodmann area 7,Precuneus,Parietal Lobe,9,Brodmann area 5,Paracentral Lobule,Frontal Lobe
4,-39,43,4,-36,41,2,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,4,Brodmann area 7,Precuneus,Parietal Lobe,9,Brodmann area 5,Paracentral Lobule,Frontal Lobe
11,-39,43,11,-36,41,6,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,8,Brodmann area 7,Precuneus,Parietal Lobe,9,Brodmann area 5,Paracentral Lobule,Frontal Lobe
39,-39,43,39,-36,41,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,10,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,13,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
46,-39,43,46,-36,41,5,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,8,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,16,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
53,-39,43,52,-36,41,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,9,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,13,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
60,-39,43,59,-36,41,1,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,9,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,11,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
-59,-32,43,-58,-29,41,2,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,3,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,4,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
-52,-32,43,-51,-29,41,1,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,2,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,8,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
-45,-32,43,-45,-29,41,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,2,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,10,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
-38,-32,43,-38,-29,41,1,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,3,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,9,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
-10,-32,43,-10,-29,41,3,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,9,Brodmann area 7,Precuneus,Parietal Lobe,11,Brodmann area 5,Paracentral Lobule,Frontal Lobe
-3,-32,43,-3,-29,41,3,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,6,Brodmann area 7,Precuneus,Parietal Lobe,9,Brodmann area 5,Paracentral Lobule,Frontal Lobe
4,-32,43,4,-29,41,3,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,6,Brodmann area 7,Precuneus,Parietal Lobe,9,Brodmann area 5,Paracentral Lobule,Frontal Lobe
11,-32,43,11,-29,41,4,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,9,Brodmann area 7,Precuneus,Parietal Lobe,10,Brodmann area 5,Paracentral Lobule,Frontal Lobe
39,-32,43,39,-29,41,1,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,4,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,9,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
46,-32,43,46,-29,41,2,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,2,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,10,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
60,-32,43,59,-29,41,2,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,3,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe,4,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
-59,-25,43,-58,-22,41,2,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,3,Brodmann area 1,Postcentral Gyrus,Parietal Lobe,4,Brodmann area 2,Postcentral Gyrus,Parietal Lobe
-52,-25,43,-51,-22,41,4,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,5,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,7,Brodmann area 40,Inferior Parietal Lobule,Parietal Lobe
-10,-25,43,-10,-22,41,4,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,5,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,9,Brodmann area 6,Paracentral Lobule,Frontal Lobe
-3,-25,43,-3,-22,41,3,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,6,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,9,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
4,-25,43,4,-22,41,3,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,6,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,9,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
11,-25,43,11,-22,41,4,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,5,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,9,Brodmann area 6,Paracentral Lobule,Frontal Lobe
46,-25,43,46,-22,41,3,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,4,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,6,Brodmann area 4,Precentral Gyrus,Frontal Lobe
53,-25,43,52,-22,41,4,Brodmann area 2,Postcentral Gyrus,Parietal Lobe,5,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,7,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
60,-25,43,59,-22,41,2,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,3,Brodmann area 1,Postcentral Gyrus,Parietal Lobe,4,Brodmann area 2,Postcentral Gyrus,Parietal Lobe
-59,-18,43,-58,-15,40,1,Brodmann area 6,Precentral Gyrus,Frontal Lobe,2,Brodmann area 4,Precentral Gyrus,Frontal Lobe,4,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
-52,-18,43,-51,-15,40,1,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,2,Brodmann area 4,Precentral Gyrus,Frontal Lobe,6,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
-45,-18,43,-45,-15,40,1,Brodmann area 4,Precentral Gyrus,Frontal Lobe,4,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,8,Brodmann area 2,Postcentral Gyrus,Parietal Lobe
-38,-18,43,-38,-15,40,4,Brodmann area 4,Precentral Gyrus,Frontal Lobe,6,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,8,Brodmann area 6,Precentral Gyrus,Frontal Lobe
-10,-18,43,-10,-15,40,2,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,6,Brodmann area 31,Paracentral Lobule,Limbic Lobe,11,Brodmann area 23,Cingulate Gyrus,Limbic Lobe
-3,-18,43,-3,-15,40,1,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,5,Brodmann area 31,Paracentral Lobule,Frontal Lobe,8,Brodmann area 23,Cingulate Gyrus,Limbic Lobe
4,-18,43,4,-15,40,0,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,5,Brodmann area 31,Paracentral Lobule,Frontal Lobe,8,Brodmann area 23,Cingulate Gyrus,Limbic Lobe
11,-18,43,11,-15,40,2,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,6,Brodmann area 31,Paracentral Lobule,Limbic Lobe,11,Brodmann area 23,Cingulate Gyrus,Limbic Lobe
53,-18,43,52,-15,40,1,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,3,Brodmann area 4,Precentral Gyrus,Frontal Lobe,5,Brodmann area 1,Postcentral Gyrus,Parietal Lobe
60,-18,43,59,-15,40,1,Brodmann area 6,Precentral Gyrus,Frontal Lobe,3,Brodmann area 4,Precentral Gyrus,Frontal Lobe,5,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
-59,-11,43,-58,-9,40,2,Brodmann area 6,Precentral Gyrus,Frontal Lobe,6,Brodmann area 4,Precentral Gyrus,Frontal Lobe,7,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
-52,-11,43,-51,-9,40,3,Brodmann area 4,Precentral Gyrus,Frontal Lobe,7,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,7,Brodmann area 6,Precentral Gyrus,Frontal Lobe
-10,-11,43,-10,-9,40,1,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,5,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,11,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
-3,-11,43,-3,-9,40,3,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,6,Brodmann area 31,Paracentral Lobule,Frontal Lobe,9,Brodmann area 23,Cingulate Gyrus,Limbic Lobe
4,-11,43,4,-9,40,3,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,6,Brodmann area 31,Paracentral Lobule,Frontal Lobe,9,Brodmann area 23,Cingulate Gyrus,Limbic Lobe
11,-11,43,11,-9,40,1,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,5,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,10,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
53,-11,43,52,-9,40,3,Brodmann area 4,Precentral Gyrus,Frontal Lobe,6,Brodmann area 3,Postcentral Gyrus,Parietal Lobe,8,Brodmann area 6,Precentral Gyrus,Frontal Lobe
60,-11,43,59,-9,40,1,Brodmann area 6,Precentral Gyrus,Frontal Lobe,6,Brodmann area 4,Precentral Gyrus,Frontal Lobe,8,Brodmann area 3,Postcentral Gyrus,Parietal Lobe
-45,-4,43,-45,-2,40,3,Brodmann area 6,Precentral Gyrus,Frontal Lobe,9,Brodmann area 4,Precentral Gyrus,Frontal Lobe,11,Brodmann area 9,Precentral Gyrus,Frontal Lobe
-10,-4,43,-10,-2,40,5,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,9,Brodmann area 31,Cingulate Gyrus,Limbic Lobe,10,Brodmann area 32,Cingulate Gyrus,Limbic Lobe
-3,-4,43,-3,-2,40,0,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,10,Brodmann area 32,Medial Frontal Gyrus,Frontal Lobe,11,Brodmann area 31,Paracentral Lobule,Frontal Lobe
4,-4,43,4,-2,40,1,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,10,Brodmann area 32,Medial Frontal Gyrus,Frontal Lobe,10,Brodmann area 31,Paracentral Lobule,Frontal Lobe
11,-4,43,11,-2,40,5,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,9,Brodmann area 32,Cingulate Gyrus,Limbic Lobe,9,Brodmann area 31,Cingulate Gyrus,Limbic Lobe
53,-4,43,52,-2,40,3,Brodmann area 6,Precentral Gyrus,Frontal Lobe,7,Brodmann area 4,Precentral Gyrus,Frontal Lobe,10,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe
-52,3,43,-51,5,39,2,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe,5,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe,6,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe
-45,3,43,-45,5,39,3,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe,5,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe,6,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe
-10,3,43,-10,5,39,3,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,3,Brodmann area 32,Cingulate Gyrus,Limbic Lobe,11,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
-3,3,43,-3,5,39,2,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,4,Brodmann area 32,Cingulate Gyrus,Limbic Lobe,10,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
4,3,43,4,5,39,1,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,4,Brodmann area 32,Cingulate Gyrus,Limbic Lobe,10,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
11,3,43,11,5,39,3,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,3,Brodmann area 32,Cingulate Gyrus,Limbic Lobe,12,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
39,3,43,39,5,39,3,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe,5,Brodmann area 9,Precentral Gyrus,Frontal Lobe,9,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe
46,3,43,46,5,39,4,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe,5,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe,6,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe
53,3,43,52,5,39,2,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe,5,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe,5,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe
-52,10,43,-51,12,39,1,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,4,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe,6,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe
-45,10,43,-45,12,39,1,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,5,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe,8,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe
-3,10,43,-3,12,39,3,Brodmann area 32,Cingulate Gyrus,Limbic Lobe,6,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,6,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
4,10,43,4,12,39,3,Brodmann area 32,Cingulate Gyrus,Limbic Lobe,6,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,6,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
11,10,43,11,12,39,4,Brodmann area 32,Cingulate Gyrus,Limbic Lobe,6,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,10,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
46,10,43,46,12,39,2,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,5,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe,8,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe
53,10,43,52,12,39,2,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,4,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe,6,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe
-45,17,43,-45,18,39,4,Brodmann area 9,Precentral Gyrus,Frontal Lobe,4,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,10,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe
-24,17,43,-24,18,39,4,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,10,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe,10,Brodmann area 9,Precentral Gyrus,Frontal Lobe
-10,17,43,-10,18,39,2,Brodmann area 32,Cingulate Gyrus,Limbic Lobe,8,Brodmann area 24,Cingulate Gyrus,Limbic Lobe,8,Brodmann area 8,Medial Frontal Gyrus,Frontal Lobe
-3,17,43,-3,18,39,2,Brodmann area 32,Cingulate Gyrus,Limbic Lobe,6,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe,6,Brodmann area 8,Medial Frontal Gyrus,Frontal Lobe
4,17,43,4,18,39,2,Brodmann area 32,Cingulate Gyrus,Limbic Lobe,6,Brodmann area 8,Medial Frontal Gyrus,Frontal Lobe,6,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
25,17,43,25,18,39,5,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,9,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe,9,Brodmann area 9,Precentral Gyrus,Frontal Lobe
39,17,43,39,18,39,6,Brodmann area 9,Precentral Gyrus,Frontal Lobe,7,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,12,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe
46,17,43,46,18,39,3,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,5,Brodmann area 9,Precentral Gyrus,Frontal Lobe,10,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe
-45,24,43,-45,25,38,3,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,4,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe,14,Brodmann area 46,Middle Frontal Gyrus,Frontal Lobe
-31,24,43,-31,25,38,2,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,4,Brodmann area 9,Precentral Gyrus,Frontal Lobe,14,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe
-24,24,43,-24,25,38,3,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,9,Brodmann area 9,Precentral Gyrus,Frontal Lobe,10,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
-3,24,43,-3,25,38,3,Brodmann area 32,Cingulate Gyrus,Limbic Lobe,4,Brodmann area 8,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
4,24,43,4,25,38,3,Brodmann area 32,Cingulate Gyrus,Limbic Lobe,4,Brodmann area 8,Medial Frontal Gyrus,Frontal Lobe,5,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
25,24,43,25,25,38,3,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,8,Brodmann area 9,Precentral Gyrus,Frontal Lobe,11,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
39,24,43,39,25,38,4,Brodmann area 9,Precentral Gyrus,Frontal Lobe,4,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,16,Brodmann area 6,Middle Frontal Gyrus,Frontal Lobe
46,24,43,46,25,38,2,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,4,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe,14,Brodmann area 46,Middle Frontal Gyrus,Frontal Lobe
-38,31,43,-38,32,38,4,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,4,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe,16,Brodmann area 46,Middle Frontal Gyrus,Frontal Lobe
-31,31,43,-31,32,38,5,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe,7,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,17,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
-24,31,43,-24,32,38,4,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,6,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe,11,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
-3,31,43,-3,32,38,2,Brodmann area 8,Medial Frontal Gyrus,Frontal Lobe,4,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe,6,Brodmann area 9,Medial Frontal Gyrus,Frontal Lobe
4,31,43,4,32,38,2,Brodmann area 8,Medial Frontal Gyrus,Frontal Lobe,4,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe,6,Brodmann area 9,Medial Frontal Gyrus,Frontal Lobe
25,31,43,25,32,38,5,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,5,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe,12,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
32,31,43,32,32,38,5,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe,7,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,18,Brodmann area 6,Medial Frontal Gyrus,Frontal Lobe
39,31,43,39,32,38,3,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,5,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe,15,Brodmann area 46,Middle Frontal Gyrus,Frontal Lobe
-31,38,43,-31,39,38,3,Brodmann area 8,Middle Frontal Gyrus,Frontal Lobe,4,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe,15,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe
-24,38,43,-24,39,38,3,Brodmann area 8,Superior Frontal Gyrus,Frontal Lobe,4,Brodmann area 9,Middle Frontal Gyrus,Frontal Lobe,15,Brodmann area 10,Middle Frontal Gyrus,Frontal Lobe
